sample,outcome,AC009242.1,AC004637.1,AC246817.1,AL139241.1,PRDM16-DT,LINC01028,LINC00639,AL135841.1,HYMAI,KCNIP2-AS1,LINC00922,LINC01614,LINC01644,AC104237.3,AC016735.1,AC090125.1,AC008459.1,LINC00958,AC112721.2,LINC00924
TCGA-AC-A2FB-01A-11R-A17B-07,1,0.1731,0.1123,0.2846,0.278,0.2126,0.0465,0.521,0.1021,0.0808,0.0877,0.6052,4.0921,2.3831,0.3802,3.4251,0.2195,0.3134,0.4314,2.4007,0.9342
TCGA-B6-A0I5-01A-11R-A034-07,1,0.04,0,0.2686,0,0.0704,0.0969,0.0238,0,0.0168,0,1.042,5.8254,4.6003,0,1.1886,0.1143,0.0136,0.0976,0,0.0822
TCGA-E2-A15K-01A-11R-A12P-07,1,0,0,0.0123,0,0.0533,0.2567,0.6397,0.1408,0.0446,0.4235,0.8348,37.0944,8.6292,0,0,0.9085,0.036,1.5266,0.9659,0.1633
TCGA-D8-A1JC-01A-11R-A13Q-07,1,0.054,0.2101,0.1082,0.0867,0.0814,0,0.1928,0.0955,0,0.1231,1.8072,45.2333,13.7009,0.2371,0.8544,2.9779,0,0.1492,7.0181,0.1723
TCGA-A8-A085-01A-11R-A00Z-07,1,0.2781,0.0812,0.1093,0.134,0.028,0.1009,0.0207,0.0738,0.0234,0.7928,0.2861,34.8462,2.8722,0,0,0,0,0.0882,2.8211,0.1713
TCGA-AR-A24V-01A-21R-A169-07,1,0.1008,0.2353,0.1678,0.1457,0.0911,0.0488,0.054,0,0.0678,0.1379,5.2198,148.9512,27.5746,0,0.2393,2.0705,0,0.3047,5.4509,0
TCGA-A2-A0YF-01A-21R-A109-07,1,0.0367,0,0.0085,0,0.2029,0.1332,0.2895,0.3897,0,0.0418,0.533,10.1197,5.4477,0,0.4357,0.1047,0,0.1969,2.0043,0.1506
TCGA-E2-A105-01A-11R-A10J-07,1,0.0599,0.4665,0.0554,0.0963,0.1104,0.0483,0.1487,0,0.0672,0.5011,0.5803,22.2075,0.1547,1.1848,0.2372,1.0262,0.095,0.0877,3.4289,0.164
TCGA-OL-A66L-01A-12R-A31O-07,1,0.2992,0.6718,0.0319,0,0.9368,0.2227,0.2809,0.3666,0.058,0.105,1.7549,4.0977,11.2891,0,0,0,0,0.0561,0.3591,0.2677
TCGA-AR-A2LO-01A-31R-A18M-07,1,0.4239,0.4125,0.2124,0.3404,0.4793,0,0.7362,0.3751,0.1188,0.4833,2.2233,14.7269,5.1071,1.3968,2.0972,0,0.048,1.0681,2.9399,0.7492
TCGA-Z7-A8R6-01A-11R-A41B-07,1,0.1158,0.4056,0.0643,0,0.1513,0,0.1517,1.5986,0.0389,0.3697,0.3644,33.5921,6.876,0,1.1,0.7932,0.0157,0.2033,3.0117,0.0317
TCGA-AC-A2FM-01A-11R-A19W-07,1,0.1909,0,0.0662,0.115,0.2398,0.0577,0.2557,0.38,0,0.1088,0.462,5.5949,0.2464,1.2579,0,0,0.081,0.0465,1.1169,0.4244
TCGA-B6-A1KF-01A-11R-A13Q-07,1,0.0758,1.6229,0.0351,0,0.1016,0,0.1429,0.2684,0.0212,0.1153,0.0918,7.5722,0,0,3.0005,0.1442,0,0.493,0,0.1037
TCGA-E2-A1AZ-01A-11R-A12P-07,1,0.4011,0.2927,0.1855,0.4832,0.0504,0.1213,0.418,0,0.5059,0.9147,1.8206,27.4351,0,0.6609,16.6694,0.2862,0.034,0.4402,8.8673,0.3774
TCGA-A2-A04T-01A-21R-A034-07,1,0.1821,0,0.059,0.2633,0.0366,0,0.038,0,0.3828,0.2907,0.1543,6.1686,0.047,0.6001,0.2162,0,0,0.1066,0.7578,0.0748
TCGA-D8-A1XW-01A-11R-A14M-07,1,0.9283,0.4251,0.0421,0.4385,0,0.0881,0.2872,0.7731,0.0153,0.083,0.727,13.2791,0,0.2399,2.5934,0.1039,0,0.4172,0.6627,0.1121
TCGA-WT-AB41-01A-11R-A41B-07,1,0.1973,0,0.0152,0,0.2643,0,0.1273,0,0,0,0.9551,0.1428,38.4515,0,0.3904,3.1904,0,0.0641,1.3682,0.0675
TCGA-EW-A2FV-01A-11R-A17B-07,1,0.0786,0.0917,0.1599,0.6436,0.15,0.076,0.393,0.1669,0.0264,0.0717,0.3804,18.6301,0.0406,0.5178,2.0524,0.1794,0.2454,0.2836,1.553,1.1934
TCGA-D8-A140-01A-11R-A115-07,1,0.0947,0.8297,0.0219,0.1141,0.1547,0,0.2115,0.2515,0.0199,0.216,0.4587,17.897,1.5287,0,0,0,0,1.8367,3.8192,0.3727
TCGA-D8-A73W-01A-22R-A352-07,1,0.1231,0.1437,0.148,0,0.1484,0,0.1246,0.392,0,0.3368,0.566,69.7964,0.2542,0,0,0.7025,0,0.2161,3.9688,0.4378
TCGA-AR-A1AM-01A-41R-A22K-07,1,0.2892,0.2814,0.1449,0.2903,0.3996,0,0.3444,0.5118,0.0405,0.2198,2.8582,17.7898,1.9286,1.1116,4.0057,0.6877,0,0.3173,0.7521,1.0222
TCGA-A7-A0DB-01A-11R-A00Z-07,1,0.2309,0.1123,0.0623,0.0464,0.116,0.0931,0.2921,0.3065,0,0.2194,3.3532,18.4644,0.7947,0.3804,0.6853,1.0982,0.1306,0.3284,1.2009,0.1843
TCGA-A7-A0DB-01A-11R-A277-07,1,0.2519,0.3676,0.4951,0.3034,0.0738,0.0508,0.6061,0,0.6882,0.8137,2.4642,26.1598,0.3251,0.5533,0.4984,0.1198,0.0855,0.174,4.0395,0.1292
TCGA-AC-A23G-01A-11R-A213-07,1,0.0905,0,0.1047,0.1091,0.728,0,0.5796,0.7211,0.0761,0,4.7125,100.073,0,0.8951,1.0751,3.101,0,0.7728,3.2969,2.0134
TCGA-BH-A0DK-01A-21R-A056-07,1,0.1151,0.112,0.0621,0.1386,0.212,0,0.314,0,0.0161,0.0437,1.2301,45.8849,0.4951,0.5055,0,0,0.026,0.6827,1.3964,0.7478
TCGA-BH-A0DK-11A-13R-A089-07,0,0.4733,4.7823,0.4294,0.5263,0.2378,0.4404,0.5094,0.5799,0.0459,0.083,0.2203,1.0276,1.4098,2.6392,2.8097,0.1039,2.0766,2.8231,0.4734,0.5231
TCGA-C8-A27B-01A-11R-A169-07,1,0.0313,0.0914,0.0072,0.2263,0.0079,0,0.0419,1.8284,0.079,0.1785,0.0379,6.7977,0.0404,0,14.1254,0.3574,0,0.0076,0.7328,0.0643
TCGA-E2-A2P5-01A-11R-A19W-07,1,0.02,0.234,0.0927,0,0.1108,0.0485,0.1909,0.1064,0.0168,0.2285,3.6625,24.5415,0,0.1321,0.2379,0.2288,0,0.1368,0,0.0823
TCGA-E2-A158-11A-22R-A12D-07,0,0.5885,1.989,0.4727,0.5223,4.7157,5.3956,1.1434,0.8222,0.1042,2.1188,0.1874,0.807,0,0.4082,1.8387,0.8839,0.0631,0.1208,0,2.6911
TCGA-E9-A3Q9-01A-11R-A21T-07,1,0.3869,0,0.0128,0,0.1389,0,0.2304,0.4402,0.0813,0.4727,0.2843,1.2002,13.4494,0,0,0,0,0.8761,0.2875,0.5011
TCGA-AN-A03Y-01A-21R-A00Z-07,1,0,0.3141,0.0332,0.0432,0.1171,0,0.0694,0.2856,0.0151,0.1227,1.237,15.9627,4.7217,0,0,0.2047,0,0.0087,0.1865,0.1227
TCGA-AN-A0XN-01A-21R-A109-07,1,0.1204,0.1758,0.1114,0.1451,0.0303,0,0.009,0.1599,0.1013,0.2746,2.1137,396.9728,0.0777,0,0.3575,5.4997,0,0,20.5167,0.1236
TCGA-AO-A03P-01A-11R-A00Z-07,1,0.0153,0,0.0212,0.0369,0.0231,0,0.0638,0,0,0.0698,0.4073,20.196,0.158,0,0,0,0,0.0373,0.3979,0.1989
TCGA-E2-A14P-01A-31R-A12D-07,1,0.0709,0,0.0219,0.2279,0.202,0.0572,0.183,0,0.0795,0.053900000000000003,0.372,15.299,0,0,0.5615,0.8098,0,0.2883,0.7379,0.2427
TCGA-BH-A1EY-01A-11R-A13Q-07,1,0,0.5544,0.0586,0,0.0795,0,0.2073,0,0.0266,0.1444,6.9347,47.8384,5.6389,0.2086,0,0.9034,0.0215,0,1.1526,0.3465
TCGA-A2-A0T6-01A-11R-A084-07,1,0.1099,0.3851,0,0.1059,0.2872,0.1596,0.2095,0.3502,0.037,0.6016,11.5222,89.652,0.0568,0,0,0.8785,0,0.0214,3.2021,0.5866
TCGA-BH-AB28-01A-31R-A41B-07,1,0.2294,0.6695,0.1459,0.4144,0.4322,0,0.35,0.1522,0.0482,0.3923,2.9495,13.5707,16.3575,0.1889,0,0,0.0195,0.4055,0.8948,0.6865
TCGA-A2-A0YD-01A-11R-A109-07,1,0.3134,0,0.2453,0.2904,0.4725,0,0.4379,0.128,0.0405,0.2749,5.2526,77.2695,4.3571,0.3178,0.2863,0.2752,0.0327,0.3528,6.3959,0.9567
TCGA-E2-A15E-06A-11R-A12D-07,1,0.0471,0,0,0,0.0473,0,0.021,0,0,0.1611,0.1995,4.4992,17.5073,0,0,0,0.032,0.7005,1.3473,0.4028
TCGA-D8-A1XZ-01A-11R-A14M-07,1,0.0181,0,0.0669,0.0436,0.0182,0,0.2208,0,0.0456,0.1237,1.3355,113.9771,12.842,0.3576,0,0.7227,0,0.7146,3.0108,0.1238
TCGA-AR-A24L-01A-11R-A169-07,1,0.053,0.5157,0.1634,0.0426,0.1243,0.0855,0.2262,0,0.0149,0,5.6447,107.249,0,0.1164,0,2.0167,0.012,0.224,9.4646,0.3263
TCGA-AN-A0FY-01A-11R-A034-07,1,0.1075,0.7324,0.0663,0.1727,0.063,0,0.1334,0.2855,0.0452,0.4904,3.3404,40.7804,0.1388,0.2362,0,2.1482,0,0.0699,3.449,0.3311
TCGA-AO-A12E-01A-11R-A10J-07,1,0.1729,2.3853,0.2762,0.2272,0.2843,0,0.655,0.1669,0.0793,0.3225,0.4565,13.2387,4.8682,0,3.5451,0,1.0137,0.6361,1.2261,0.6558
TCGA-A7-A13F-11A-42R-A12P-07,0,0.679,0.8202,0.6065,1.2975,0.9648,1.5863,2.0215,0.9945,0.5709,3.1502,0.0567,0.305,0,2.006,3.6141,0,0.7155,0.491,0,2.2748
TCGA-BH-A18U-01A-21R-A12D-07,1,0.0433,0.1265,0.0802,0,0.0327,0,0.0774,0,0.0364,0.2965,0.7607,42.7277,19.5826,0.1428,0,0.6185,0,0.0528,0.3382,0.1779
TCGA-A8-A06Z-01A-11R-A00Z-07,1,0.0398,0,0.0184,0,0.0266,0,0.0671,0.0704,0,0.2721,0.1284,5.8146,2.0193,0.2621,0,0.1513,0,0.5302,0.4827,0.0726
TCGA-A7-A26E-01A-11R-A169-07,1,0.2432,0.3276,0.0865,0.1352,0.2068,0.0905,0.3342,0.5959,0.0315,0.2133,3.6679,26.4016,0.1449,0.4931,0.4442,0,0,0.3467,1.0703,0.5375
TCGA-BH-A0BT-01A-11R-A12P-07,1,0.0209,0.1218,0.0868,0.1005,0.1677,0.0505,0.2236,0,0.0351,0.0952,2.1464,16.0366,0.1077,0,0.9909,0.2382,0,0.1628,0.4341,0.2141
TCGA-OL-A66O-01A-11R-A31O-07,1,0.1006,0.1175,0.0931,0,0.1517,0.0487,0.0959,0,0,0.1836,1.7785,5.9443,48.5383,0.1327,0.478,0,0.0137,0.0491,1.1518,0.0138
TCGA-LL-A5YL-01A-12R-A29R-07,1,0.0219,0,0.0607,0.1053,0.3845,0,1.523,0,0,0.0499,4.4452,3.9873,8.6916,0,0.7787,1.1231,0,0.7677,0,0.0598
TCGA-EW-A1P4-01A-21R-A144-07,1,0,0,0.0105,0,0.0114,0,2.5946,0,0.0383,0.2076,0.0826,23.0239,0,0,4.3229,1.6885,0,0.1665,2.2488,0.109
TCGA-BH-A0BG-01A-11R-A115-07,1,0.0183,0.1066,0,2.5956,0.0459,0.1325,0.0707,13.1855,0.3838,0.2082,0.1989,20.1416,0,0.2407,1.7345,0.7296,0,0.2226,0.2849,0.4623
TCGA-A1-A0SI-01A-11R-A144-07,1,0.0802,0.2342,0.1855,0,0.1612,0,1.0508,0.3194,0.0337,0.3201,6.845,99.7194,0.8802,0,0,2.0605,0.0272,0.0978,2.0863,0.1647
TCGA-E2-A14R-01A-11R-A115-07,1,0.0372,2.2783,0,0.2686,0.0187,0,0.0277,0.3947,0.5468,0,0.2474,7.1015,0,0.2449,0.4413,0.6364,0,0.0181,0.29,0.0763
TCGA-E2-A15K-11A-13R-A12P-07,0,0.3517,2.2695,0.137,0.1784,1.2092,3.8071,0.6062,0.8846,0.1245,0.2533,0.0224,0.2412,0.1912,0.61,4.3958,0,0.0126,0.5146,0,1.1525
TCGA-B6-A0IN-01A-11R-A034-07,1,0.012,0,0.0333,0.0578,0.0602,0,0.3176,0.0636,0.0202,0.0547,0.5512,4.3719,9.8085,0.237,0.2846,0.1368,0,0.0117,0.2494,0.3936
TCGA-E9-A248-01A-11R-A169-07,1,0.0486,0.0946,0.1648,0.1561,0.0488,0,0.135,0,0.0272,0,0.3921,7.1746,0.0418,0.1067,0,1.2019,0,13.8556,2.4433,0.277
TCGA-BH-A1FH-01A-12R-A13Q-07,1,0.5262,0.4915,0.3797,0.1521,0.2115,0.7639,6.4664,0.5587,0.1239,0.384,2.3181,46.5214,0.4347,1.6644,2.499,0.1201,4.7735,2.4429,7.3348,0.7776
TCGA-LL-A6FR-01A-12R-A31O-07,1,0.053,3.0934,0.0123,0,0.1198,0,0,3.9385,0.0891,0.1812,2.7255,1.4956,3.0094,0,24.8503,7.8634,0.018,0.1163,0.5512,0
TCGA-B6-A0X1-01A-11R-A109-07,1,0.3196,0.4664,0.037,0,0.0201,0,0.3449,0,0.1679,0.2733,0.0483,5.3773,0,0,0.4743,0,0,0.0195,2.701,0
TCGA-D8-A27F-01A-11R-A16F-07,1,0.2653,58.5191,0.1315,0.5022,0.0381,0,0.0677,3.1187,0.2868,0.1728,0.2523,15.7985,0,1.6233,3.8246000000000002,0.5408,0,0.0185,3.7452,0.2074
TCGA-AC-A2FB-11A-13R-A17B-07,0,0.2431,2.5543,0.2773,0.2342,0.8631,2.9014,0.8201,0.6883,0.0681,0.5173,0.0392,0.0704,0.2928,1.0679,2.1164,0,1.1334,1.1617,0,1.6186
TCGA-LD-A7W5-01A-22R-A352-07,1,0.3588,0.1102,0.1922,0.0455,0.6453,0.0914,0.1855,0,0.0318,0.3445,1.7599,8.3645,0.0975,0.1244,1.3453,0.10780000000000001,0.3462,0.4052,1.0805,0.6848
TCGA-S3-A6ZG-01A-22R-A32P-07,1,0.176,1.2843,0.0712,0,0.2432,0,0.2096,0.1168,0,0.7525,1.7839,21.5903,15.3342,0,0.5224,0.5023,0.0598,0.0751,0.9154,0.1806
TCGA-E2-A15K-06A-11R-A12P-07,1,0.0231,0.4053,0,0,0.0814,0,1.8808,0,0,0.686,0.112,0.603,14.398,0,0,0,0.0157,2.6973,0.2407,0.1267
TCGA-A2-A25A-01A-12R-A16F-07,1,0.3066,0.767,0.4456,0.2462,0.9243,0.3885,1.6298,0.155,0.1105,0.3329,1.5725,13.6928,0.5276,1.443,6.0664,0.0833,0.4262,1.3384,2.202,2.2572
TCGA-AR-A5QQ-01A-11R-A28M-07,1,0.0744,0,0.0459,0.0597,0.3612,0,0.0959,0,0.0625,0.1131,0.36,4.4137,0.064,0.4901,5.0037,2.5469,0.0168,0.1572,0.9026,0.1018
TCGA-EW-A1OW-01A-21R-A144-07,1,0.0679,10.7081,0.0314,0.5728,0.0341,0,0.1112,0.1803,0.1428,0.3098,0.8222,55.9023,0,0,25.004,0.3877,0.1615,0.0497,3.1801,0.3951
TCGA-E2-A15O-01A-11R-A115-07,1,0.2609,0,0.1327,0.1257,0.1311,0.0631,0.435,0.4156,0,0.8924,0.1895,26.3974,8.4191,0,1.2391,1.1913,0.0177,0.1018,2.1712,0.1071
TCGA-LL-A5YM-01A-11R-A28M-07,1,0.0634,0,0.0196,0,0.2443,0,0.0189,0,0,0.0964,1.0489,2.2031,5.1843,0,0.251,0.7239,0,0.0103,0.5497,0.376
TCGA-A2-A0CM-01A-31R-A034-07,1,0.2272,0.1658,0.0525,0.0684,0.1285,0,0.1607,0,0.0716,0.0648,0.2063,26.0252,0.0733,0,15.8502,0.6485,0,0.1524,0.1477,0.1166
TCGA-BH-A18R-11A-42R-A12D-07,0,1.7654,1.546,0.6614,1.3185,0.896,1.0252,0.7358,1.5935,0.3265,2.335,0.0427,0.0767,0.1367,3.723,2.3058,0,3.9081,2.4022,0,1.7393
TCGA-AN-A0AR-01A-11R-A00Z-07,1,0.1885,0.2,0.0079,0.1651,0.0603,0,5.9219,0,0.144,0.6642,0.1866,3.4224,0.5308,1.0162,1.424,0.0978,0,1.2867,0.0891,0.1758
TCGA-BH-A18R-01A-11R-A12D-07,1,0.1686,0.1094,0.0347,0.3159,0.1129,0.0453,0.6301,0,0.0315,0.1281,1.3375,34.7317,20.6962,0.49370000000000003,0.4448,0.4276,0.8267,0.3197,8.9632,0.3332
TCGA-E2-A156-01A-11R-A12D-07,1,0.0622,0.7265,0,0,0.0313,0,0.1111,0,0,0.4257,0.3765,26.2097,0,0,0,0,0,0.4552,0.9709,0
TCGA-AC-A3OD-01A-11R-A21T-07,1,0.1223,0.5263,0.3514,0.2482,0.0388,0.0312,0.3949,0.2051,0.1895,0.2203,0.1559,1.9854,0.5985,0.5517,0.841,0.147,0.4067,0.3046,1.2058,0.0793
TCGA-E9-A1R0-01A-22R-A16F-07,1,0.1433,0.1046,0.058,0,0.324,0.4333,0.4745,0.3803,0.0151,0.3676,1.604,15.0877,0.0462,0,0.2126,0.3067,0.0365,0.524,0.8384,0.8332
TCGA-E2-A152-01A-11R-A12D-07,1,0,0,0.0342,0,0.2478,0,0.5358,0,0.0415,0.0562,0.746,102.0365,13.6215,0.1625,0.2927,4.6441,0,0.4689,7.31,0.1349
TCGA-AO-A1KO-01A-31R-A13Q-07,1,0.4559,0.2495,0.1054,0.9611,0.0859,0.0345,0.2545,0.4539,0.1318,0.5848,0.2069,0.8043,0.4782,2.1596,5.4134,0,4.3924,5.795,0.2964,0.6336
TCGA-A2-A1G4-01A-11R-A13Q-07,1,0.0684,0.0998,0.0079,0,0.0602,0.0828,0.1935,0.0908,0,0.351,0.7244,7.9462,31.6108,0,0,0,0,0,0.089,0.2925
TCGA-A8-A06R-01A-11R-A00Z-07,1,0.0894,0,0,0.5601,0.018,0,0.1225,0,0,0.3262,1.0606,50.7105,0,0,0,2.5518,0.0607,0.157,4.2788,0
TCGA-A2-A4RX-01A-11R-A266-07,1,0.4061,10.01,0.1252,0.2174,0.2721,0.3275,0.3224,2.6352,0.6449,0.4116,0.983,72.8893,0.1165,0.2973,43.93,1.2877,0.337,0.198,2.3469,0.3396
TCGA-AR-A0TX-01A-11R-A084-07,1,0.0847,0.2472,0.0392,0.102,0.1064,0.0512,0.2899,0.1124,0.0356,0.2414,1.9216,37.14,0.4919,0,0,3.9875,0,0.2684,12.9933,0.6518
TCGA-E9-A3QA-01A-61R-A22K-07,1,0.0984,0.2873,0.0076,0.3161,0.0907,0,0.1953,0.3483,0.0689,0.187,0.0397,4.3446,0.0423,0.1081,0.9737,0.4681,0.0111,10.7343,0.4265,0.0449
TCGA-E9-A1RF-01A-11R-A157-07,1,0.0654,0.0954,0.0605,0.0787,0.0493,0,0.1216,0.2602,0,0.0745,0.7712,58.6745,0.2953,0.1077,0,1.4921,0,0.1355,1.4447,0.0559
TCGA-B6-A0RH-01A-21R-A115-07,1,0.0161,0,0.0597,0,0.0648,0,0.0624,0,0,0,2.5959,13.7258,0,0.1063,0.9574,0.3682,0,0.0393,0.3355,0.1986
TCGA-AC-A5EH-01A-11R-A28M-07,1,0.1655,0,0.1148,0,0.1525,0,0.0739,0,0.0696,0.0629,4.4075,100.6332,0,0.1818,0.3276,4.4091,0,0,2.4394,0.0189
TCGA-A1-A0SE-01A-11R-A084-07,1,0.3361,0.1308,0.2073,0.108,0.1464,0.4338,0.3136,0,0.113,0.2044,3.6616,31.5309,0.0579,0.1477,2.6608,0.1279,1.2631,1.2897,2.3313,0.368
TCGA-AQ-A1H2-01A-11R-A13Q-07,1,0,0.1048,0.0581,0.0432,0.0811,0.0434,0.0801,0.0953,0,0.2046,2.2151,17.843,26.079,0,0.213,1.229,0,0,0.4666,0.1473
TCGA-A1-A0SD-01A-11R-A115-07,1,0.3584,0.1308,0.114,0.054,0.2364,0,0.4468,0.3568,0,0.2554,2.0604,40.3671,0.2891,1.1809,1.3298,0.1279,0.0304,1.1361,3.6118,0.6896
TCGA-AR-A0TZ-01A-12R-A084-07,1,0.0585,0.2278,0.018,0,0.049,0,0.1104,0.1036,0.0164,0.3114,4.6048,31.095,0.6044,0.1286,0,0.3341,0,0.0285,4.9728,0.0801
TCGA-A7-A6VY-01A-12R-A33J-07,1,0.1207,0.2014,0.0798,0.0416,0.1734,0.5009,2.1004,0.3663,0.029,0.0393,0.7098,16.7046,0,0,17.2043,2.7569,0.0117,0.1262,1.9739,0.0708
TCGA-BH-A0DL-01A-11R-A115-07,1,0.1315,0.0853,0,0.176,0.0587,0,0.187,0.0776,0.0246,0.1332,0.0177,13.5112,0.0377,0,1.5609,1.1673,0,8.0001,0.6838,0.0999
TCGA-E2-A1IK-01A-11R-A144-07,1,0,0,0.4085,0,0.0444,0,0.2367,0,0,0.2014,0.2851,2.8129,7.8293,0.194,0.6992,0,0,6.634,0.15310000000000001,0.4029
TCGA-C8-A26Y-01A-11R-A16F-07,1,0.2974,0.2742,0.029,0,0.9125,0.0379,0.1118,0.4987,0.0395,0.2856,0.3789,13.7994,0.7274,0.2063,0,0.5361,0,0,0.6514,0.0643
TCGA-OL-A66H-01A-11R-A29R-07,1,0,0,0.012,0,0.3769,0,0.3003,0.1373,0.0217,0.1769,0.1565,15.4989,14.4887,0,0.3071,0.1476,0.0176,0.0757,0,0.3008
TCGA-BH-A0GY-01A-11R-A056-07,1,0.0272,0.6362,0.0126,0.1313,0.1095,0,0.073,0.2893,0.0687,0.1243,1.1211,59.9825,2.954,0,0.647,6.9977,0,1.0762,4.3929,0.2237
TCGA-BH-A1FM-11B-23R-A13Q-07,0,1.3814,3.3958,0.6053,0.5693,1.0595,2.6388,1.1039,3.1847,0.3515,4.3522,0.044,0.2368,0.1408,8.6246,4.1005,0,3.456,2.7303,0,2.9224
TCGA-AO-A0JG-01A-31R-A084-07,1,0.1053,0.2458,0.1169,0.0507,0.3174,0.5604,0.3134,0.3354,0.0708,0.144,2.0642,11.5206,0,0,0.75,0.1202,0.0286,0.4415,1.5332,0.6482
TCGA-B6-A0I9-01A-11R-A034-07,1,0.1153,0.6733,0.0533,0.1389,0.058,0,0.1488,0.2041,0,0.3945,0.4188,20.7007,0.0992,0.1267,1.8258,1.536,0.1175,0.1125,2.6994,0.0526
TCGA-BH-A42V-01A-11R-A24H-07,1,0.4961,1.2872,0.102,0.2656,1.2556,0.3112,1.0721,0.3902,0.0772,0.5028,1.5789,9.6543,3.0832,0.7265,5.2357,0.3146,0.6737,0.6631,0.7645,1.1188
TCGA-D8-A13Z-01A-11R-A115-07,1,0.1498,0.328,0.0087,0.0451,0.1035,0.0453,1.5444,0.3977,0.0157,0.1708,0.5667,25.374,1.6438,0.8639,4.2249,1.6034,0,11.298,2.9224,0.2563
TCGA-B6-A0X7-01A-11R-A10J-07,1,0.2822,0.2354,0.1958,0.1457,0.4356,0,0.2401,0.6422,0,0.6895,1.6835,15.5824,0.2082,0,0,0.9205,0,0.1573,0.734,0.5793
TCGA-AQ-A54N-01A-11R-A266-07,1,2.7044,0.1857,0,0,0,0,0.1894,0,0.107,0.2902,0.077,0,0,0.2097,5.2887,0,0.0648,0.2327,0,0.0435
TCGA-E9-A1RC-11A-33R-A157-07,0,0.5209,0,0.1172,0.2035,1.9453,0.6472,1.6596,2.317,0.0947,4.3337,0.0511,0.3057,0,0,0,0,0,0.0481,0,1.7914
TCGA-AR-A0TQ-01A-11R-A084-07,1,0.0172,0,0.0319,0.1662,0.104,0,0.1335,0,0.0145,0.1966,0.6262,39.1688,0.1781,0.2273,0.4095,0.4922,0.0117,0.1093,8.4323,0.4484
TCGA-BH-A8FY-01A-11R-A36F-07,1,0,0.3334,0.0528,0,0.2726,0,0.1785,0.4549,0.024,0.2605,0.1037,0.8681,0,0,0.3391,0,0.0582,0.195,0,0.4298
TCGA-A8-A07P-01A-11R-A00Z-07,1,0,0,0.0191,0.0499,0.0104,0,0.0986,0,0,0.0472,1.7036,49.6191,1.1222,0,0.2458,0.5908,0,0.101,2.7994,0.1841
TCGA-A7-A13E-01A-11R-A12P-07,1,0.5636,0.3134,0.0248,0,0.027,0,0.0479,0.285,0.158,0.2448,0.1624,45.9229,0,0,1.2747,0.4596,0,1.8064,1.9545,0.3673
TCGA-AR-A24X-01A-11R-A169-07,1,0.152,0.2219,0.0352,0,0.0955,0,0.1584,0.2018,0,0.1733,2.0697,61.8848,1.6678,0,0,0,0,0.0556,1.3837,0.208
TCGA-E9-A1R3-01A-31R-A14M-07,1,0.0509,0,0.2513,0.0818,0.0512,0,0.1769,0.0902,0,0.1162,0.9043,159.7907,7.3208,0,1.2097,21.8074,0,1.4823,12.3651,0.2091
TCGA-A2-A04P-01A-31R-A034-07,1,0.2774,0.081,0.0449,0.2005,0.0697,0,0.5906,0.8838,0.898,0.0316,0.1343,3.1324,0.0358,0,7.9058,0,0,0.0135,0,0.6264
TCGA-B6-A0RV-01A-11R-A084-07,1,0.0562,0,0.1561,0.1355,0.2402,0.2041,0.4019,0,0,0.6413,1.3274,5.6176,16.1901,0.556,1.0017,0.1605,0.2864,1.2618,0.4388,0.3078
TCGA-OK-A5Q2-01A-11R-A27Q-07,1,0.205,0.4487,0.083,0.1235,2.6136,0,0.5797,0.136,0,0.2337,1.6125,13.9079,6.7468,0.1688,2.7379,0.1462,0.0174,0.1374,0.5331,1.5601
TCGA-BH-A0HI-01A-11R-A084-07,1,0.0696,0.1355,0.0752,0,0.2333,0,0.2073,0,0,0,3.2873,46.7763,11.8665,0,0,3.1801,0,0.5548,1.0867,0.2224
TCGA-E9-A22D-01A-11R-A157-07,1,0.0276,0,0.0957,0,0.0624,0,0.1929,0,0.0232,0.0629,1.0347,16.1076,0.0712,0,0,0.3935,0.0187,0.0672,1.1476,0.066
TCGA-E2-A1B6-01A-31R-A12P-07,1,0.3134,31.1677,0.035,0.0781,0.1412,0.0523,0.1255,0.1148,0.0909,0.0986,0.157,3.2851,0.4185,0.641,1.4115,0.8636,0.0881,5.8028,2.7544,0.244
TCGA-BH-A0C7-01B-11R-A115-07,1,0.1344,0.1121,0.151,0.0463,0.0965,0.0465,0.2401,0.2039,0.0484,0.2628,1.7433,90.4866,1.537,0.7594,0.228,0,0.6912,0.2716,18.3802,0.2102
TCGA-AN-A0FW-01A-11R-A034-07,1,0.0526,0.2046,0.0729,0,0.1056,0.0424,0.146,0,0,0.1199,1.3783,24.9548,0.0905,0.1155,0.208,1.4,0.0119,0.1453,3.3718,0.7312
TCGA-LL-A8F5-01A-11R-A36F-07,1,0.3491,3.1061,0.0308,0.0401,0.0835,0,0.2722,1.0593,0,0.1137,0.1207,2.2382,0,0,2.3689,0.2847,0.0452,0.0081,0.3459,0.1479
TCGA-MS-A51U-01A-31R-A266-07,1,0.7392,0.1962,0.0466,0.8904,0.2026,0.5691,0.3801,0.3568,0.1412,0.3065,4.392,59.9686,0.1735,1.3286,0.7979,0,0.1825,0.3769,2.6215,0.5747
TCGA-E2-A1LS-01A-12R-A157-07,1,0.0101,0,0,0.7055,0.0101,0.0733,0.021,0,0,0.023,0.2933,1.6224,0,0,0.8392,0,0,1.0833,0.105,0.0622
